./data/compress/SSLS181106_FR_CR.jpg,0.9999918
./data/compress/SCLM184201_FR_FL.jpg,0.99999166
./data/compress/FSLW171192_FR_CR.jpg,0.99999106
./data/compress/CXLM182201_FR_FL.jpg,0.9999877
./data/compress/LHLM181107_FR_CR.jpg,0.99998534
./data/compress/LHLM182406_FR_FL.jpg,0.9999809
./data/compress/KFLM184101_FR_45.jpg,0.9999732
./data/compress/SSLS181112_FR_FL.jpg,0.99997175
./data/compress/BCLM183401_FR_FL.jpg,0.9999697
./data/compress/SSLM184430_FR_FL.jpg,0.9999685
./data/compress/BHLM183004_FR_FL.jpg,0.99996555
./data/compress/LHLM182205_FR_FL.jpg,0.99996376
./data/compress/CCLM181108_FR_FL.jpg,0.9999566
./data/compress/SSLM184102_FR_CR.jpg,0.9999542
./data/compress/LXLM182205_FR_FL.jpg,0.99995387
./data/compress/CXLM182201_FR_CR.jpg,0.99995303
./data/compress/STLM182408_FR_CR.jpg,0.9999461
./data/compress/LALM183010_FR_FL.jpg,0.9999355
./data/compress/LHLM183405_FR_FL.jpg,0.9999324
./data/compress/SSLS181106_FR_FL.jpg,0.9999316
./data/compress/SSLM183214_FR_CR.jpg,0.999931
./data/compress/SSLS181112_FR_CR.jpg,0.9999293
./data/compress/BCLS182203_FR_FL.jpg,0.999928
./data/compress/BCLM182301_FR_FL.jpg,0.99991477
./data/compress/KYLS182101_FR_45.jpg,0.9999014
./data/compress/SSLM184129_FR_FL.jpg,0.9998996
./data/compress/SSLS182215_FR_FL.jpg,0.99989927
./data/compress/BALS182102_FR_FL.jpg,0.9998976
./data/compress/FWLW172107_FR_CR.jpg,0.9998964
./data/compress/LXLS181103_FR_FL.jpg,0.99989367
./data/compress/KXLM184106_FR_CR.jpg,0.99989235
./data/compress/UDLM184402_FR_CR.jpg,0.9998894
./data/compress/KJLM183301_FR_CR.jpg,0.99988484
./data/compress/SSLM184108_FR_CR.jpg,0.99988127
./data/compress/KXLS182105_FR_CR.jpg,0.9998809
./data/compress/SSLM183404_FR_FL.jpg,0.99987817
./data/compress/FDLW171112_FR_45.jpg,0.99987674
./data/compress/BCLA184506_FR_FL.jpg,0.9998752
./data/compress/BCLM183404_FR_FL.jpg,0.9998739
./data/compress/SSLS182311_FR_CR.jpg,0.99986744
./data/compress/FDLW171134_FR_45.jpg,0.9998591
./data/compress/BCLM183206_FR_CR.jpg,0.9998528
./data/compress/LALM184402_FR_FL.jpg,0.99984825
./data/compress/SSLM183325_FR_FL.jpg,0.99984694
./data/compress/STLM181108_FR_FL.jpg,0.9998406
./data/compress/STLM182403_FR_CR.jpg,0.99983585
./data/compress/SSLM181203_FR_FL.jpg,0.99983275
./data/compress/KXLS181106_FR_CR_.jpg,0.9998319
./data/compress/KJLS182301_FR_CR.jpg,0.99983037
./data/compress/SSLM184101_FR_FL.jpg,0.99982965
./data/compress/LHLM183303_FR_FL.jpg,0.99981934
./data/compress/STLM182401_FR_FL.jpg,0.99981695
./data/compress/FOLW171182_FR_FL.jpg,0.9998123
./data/compress/KYLS182101_FR_CR.jpg,0.9998118
./data/compress/LHLM183203_FR_FL.jpg,0.99980944
./data/compress/STLS182201_FR_FL.jpg,0.9998066
./data/compress/SSLS182411_FR_FL.jpg,0.999803
./data/compress/STLM182408_FR_FL.jpg,0.9998024
./data/compress/SSLM184451_FR_CR.jpg,0.99980146
./data/compress/SSLM183412_FR_CR.jpg,0.9997929
./data/compress/BHLM184301_FR_FL.jpg,0.9997843
./data/compress/CCLM184119_FR_CR.jpg,0.99978155
./data/compress/SSLS182112_FR_CR.jpg,0.99976856
./data/compress/LXLA184526_FR_FL.jpg,0.9997676
./data/compress/LXLM184134_FR_FL.jpg,0.9997657
./data/compress/LHLM184165_FR_FL.jpg,0.9997646
./data/compress/BALS182304_FR_FL.jpg,0.9997608
./data/compress/SMLA184507_FR_CR.jpg,0.9997547
./data/compress/FSLW171134_FR_FL.jpg,0.9997527
./data/compress/FOLW172102_FR_FL.jpg,0.9997489
./data/compress/BALM182401_FR_FL.jpg,0.9997465
./data/compress/BALM182406_FR_FL.jpg,0.99973077
./data/compress/SSLS182409_FR_CR.jpg,0.9997199
